Year,start_close,end_close,high,low,return_pct,points_change,high_low_pct,high_low_points,start_low_points,start_low_pct,start_high_points,start_high_pct,start_end_pct,start_mid_pct
2011,6157.6,4624.3,6181.05,4531.15,-24.900935429388074,-1533.3000000000002,36.412389790671256,1649.9000000000005,-1626.4500000000007,-26.413700142912834,23.449999999999818,0.38083019358191206,-24.900935429388074,-9.048168117448364
2012,4765.3,5905.1,5965.15,4675.8,23.918745934148955,1139.8000000000002,27.574960434578028,1289.3499999999995,-89.5,-1.8781608712987639,1199.8499999999995,25.178897446120903,23.918745934148955,10.777915346358034
2013,5993.25,6304.0,6415.25,5118.85,5.184999791432028,310.75,25.326000957246247,1296.3999999999996,-874.3999999999996,-14.58974679848162,422.0,7.04125474492137,5.184999791432028,-1.5751053268260065
2014,6221.15,8282.7,8626.95,5933.3,33.13776391824664,2061.550000000001,45.39885055534021,2693.6500000000005,-287.84999999999945,-4.626958038304807,2405.800000000001,38.6713067519671,33.13776391824664,22.721683290066956
2015,8395.45,7946.35,9119.2,7539.5,-5.349326123078576,-449.10000000000036,20.952317792957103,1579.7000000000007,-855.9500000000007,-10.195403462589862,723.75,8.620740996611259,-5.349326123078576,1.0654580755051712
2016,7791.3,8185.8,8968.7,6825.8,5.063339879095915,394.5,31.39412230068271,2142.9000000000005,-965.5,-12.392027004479354,1177.4000000000005,15.111727182883481,5.063339879095915,6.892944694723605
2017,8179.5,10530.7,10552.4,8133.8,28.74503331499481,2351.2000000000007,29.73517912906636,2418.5999999999995,-45.69999999999982,-0.5587138578152677,2372.8999999999996,29.010330704810805,28.74503331499481,17.529188825722837
2018,10442.2,10862.55,11760.2,9951.9,4.025492712263685,420.34999999999854,18.17039962218271,1808.300000000001,-490.3000000000011,-4.695370707322222,1318.0,12.621861293597133,4.025492712263685,2.6057727298844933
2019,10792.5,12168.45,12293.9,10583.65,12.74913134120918,1375.9500000000007,16.159359011305174,1710.25,-208.85000000000036,-1.9351401436182567,1501.3999999999996,13.911512624507758,12.74913134120918,10.357192494788041
2020,12182.5,13981.75,14024.85,7511.1,14.769136055817771,1799.25,86.72165195510644,6513.75,-4671.4,-38.34516724810178,1842.3500000000004,15.122922224502364,14.769136055817771,-11.646624256105072
2021,14018.5,17354.05,18604.45,13596.75,23.7939151835075,3335.5499999999993,36.830124846011,5007.700000000001,-421.75,-3.0085244498341477,4585.950000000001,32.71355708528017,23.7939151835075,12.9532403609516
2022,17625.7,18105.3,18887.6,15183.4,2.7210266826281995,479.59999999999854,24.396380257386348,3704.199999999999,-2442.300000000001,-13.856470948671548,1261.8999999999978,7.1594319658226215,2.7210266826281995,-10.157610761558407
2023,18197.45,21731.4,21801.45,16828.35,19.42002863038503,3533.9500000000007,29.551916854593603,4973.100000000002,-1369.1000000000022,-7.523581600718794,3604.0,19.80497267474289,19.42002863038503,6.18273439410466
2024,21741.9,23644.8,26277.35,21137.2,8.752224966539252,1902.8999999999978,24.31802698559884,5140.149999999998,-604.7000000000007,-2.7812656667540585,4535.449999999997,20.860412383462332,8.752224966539252,11.775649782217744
2025,23742.9,24578.35,24973.8,21743.65,3.5187361274317674,835.4499999999971,14.855601520443889,3230.149999999998,-1999.25,-8.420411996849584,1230.8999999999978,5.1842866709626785,3.5187361274317674,-5.920085583479702
